noise_type,noise_intensity,diffusion_type,diffusion_constant_xx,diffusion_constant_xy,diffusion_constant_yy,spatial_correlation,temporal_correlation,linear_cross_correlation_mean,linear_cross_correlation_std
correlated,0.1,isotropic,0.45,0,0,10.0,3.0,[0.9606211749803322],[0.002844969595488]
correlated,0.16,isotropic,0.45,0,0,10.0,3.0,[0.9596859483168958],[0.003004466486939]
correlated,0.2,isotropic,0.45,0,0,10.0,3.0,[0.9590840000270656],[0.003111683093485]
correlated,0.24,isotropic,0.45,0,0,10.0,3.0,[0.9580170682764804],[0.0046603290718728]
correlated,0.28,isotropic,0.45,0,0,10.0,3.0,[0.948085095733267],[0.0258127826480126]
correlated,0.32,isotropic,0.45,0,0,10.0,3.0,[0.9454697884809646],[0.0259048548770475]
correlated,0.36,isotropic,0.45,0,0,10.0,3.0,[0.938068579966036],[0.0315577228313333]
correlated,0.5,isotropic,0.45,0,0,10.0,3.0,[0.89832356955226],[0.0280194658291835]
correlated,0.75,isotropic,0.45,0,0,10.0,3.0,[0.8926590236125715],[0.0183160037484257]
correlated,1.0,isotropic,0.45,0,0,10.0,3.0,[0.89549764534376],[0.0140982594486545]
correlated,0.05,isotropic,0.6,0,0,10.0,3.0,[0.9630246046598782],[0.0029486114305051]
correlated,0.1,isotropic,0.6,0,0,10.0,3.0,[0.96252584881084],[0.0026225259102516]
correlated,0.16,isotropic,0.6,0,0,10.0,3.0,[0.9621047273621296],[0.0024978945347933]
correlated,0.2,isotropic,0.6,0,0,10.0,3.0,[0.9615861350879056],[0.0024811840858525]
correlated,0.24,isotropic,0.6,0,0,10.0,3.0,[0.9583578295478904],[0.0154714373835343]
correlated,0.28,isotropic,0.6,0,0,10.0,3.0,[0.9559982389542928],[0.0172595098390498]
correlated,0.32,isotropic,0.6,0,0,10.0,3.0,[0.9544187793319818],[0.0178305855626898]
correlated,0.36,isotropic,0.6,0,0,10.0,3.0,[0.9410032572133152],[0.0293212865802781]
correlated,0.5,isotropic,0.6,0,0,10.0,3.0,[0.9181181242519116],[0.025361394866368]
correlated,0.75,isotropic,0.6,0,0,10.0,3.0,[0.908626102685195],[0.014027413475703]
correlated,1.0,isotropic,0.6,0,0,10.0,3.0,[0.909998176277423],[0.0115683161567676]
correlated,0.05,isotropic,0.75,0,0,10.0,3.0,[0.9651544872096778],[0.002421656580703]
correlated,0.1,isotropic,0.75,0,0,10.0,3.0,[0.9644845509665164],[0.0023365410187748]
correlated,0.16,isotropic,0.75,0,0,10.0,3.0,[0.9638264125026428],[0.0025577230209033]
correlated,0.2,isotropic,0.75,0,0,10.0,3.0,[0.9634662268028203],[0.0041671487792669]
correlated,0.24,isotropic,0.75,0,0,10.0,3.0,[0.9624368902068996],[0.0087343365988639]
correlated,0.28,isotropic,0.75,0,0,10.0,3.0,[0.960429650630914],[0.0096001063336927]
correlated,0.32,isotropic,0.75,0,0,10.0,3.0,[0.9556681845637446],[0.0180834013384164]
correlated,0.36,isotropic,0.75,0,0,10.0,3.0,[0.9488680776312908],[0.0221268388465863]
correlated,0.5,isotropic,0.75,0,0,10.0,3.0,[0.9303514751867936],[0.0209953094435745]
correlated,0.75,isotropic,0.75,0,0,10.0,3.0,[0.9207606312901332],[0.0121744852463103]
correlated,1.0,isotropic,0.75,0,0,10.0,3.0,[0.9210829356986988],[0.0092543284588606]
correlated,0.05,isotropic,0.9,0,0,10.0,3.0,[0.9667904948211152],[0.0024552104090134]
correlated,0.1,isotropic,0.9,0,0,10.0,3.0,[0.966000782327376],[0.0022607828827477]
correlated,0.16,isotropic,0.9,0,0,10.0,3.0,[0.9657846300693328],[0.0021157889198075]
correlated,0.2,isotropic,0.9,0,0,10.0,3.0,[0.9654521818397998],[0.0019142004374586]
correlated,0.24,isotropic,0.9,0,0,10.0,3.0,[0.9649778207885822],[0.0022635663619459]
correlated,0.28,isotropic,0.9,0,0,10.0,3.0,[0.96062209184758],[0.0131686736223855]
correlated,0.32,isotropic,0.9,0,0,10.0,3.0,[0.960792566344694],[0.0114659263561019]
correlated,0.36,isotropic,0.9,0,0,10.0,3.0,[0.957230755850636],[0.0147800549624388]
correlated,0.5,isotropic,0.9,0,0,10.0,3.0,[0.9375920918240032],[0.0201747598093019]
correlated,0.75,isotropic,0.9,0,0,10.0,3.0,[0.929196339983282],[0.0110517402437847]
correlated,1.0,isotropic,0.9,0,0,10.0,3.0,[0.9288641570640424],[0.0077680179907697]
correlated,0.05,isotropic,1.05,0,0,10.0,3.0,[0.9675882080356436],[0.0024725947786288]
correlated,0.1,isotropic,1.05,0,0,10.0,3.0,[0.9675048196535384],[0.0022905611792271]
correlated,0.16,isotropic,1.05,0,0,10.0,3.0,[0.9667549851607502],[0.0022046921594119]
correlated,0.2,isotropic,1.05,0,0,10.0,3.0,[0.9665922449129298],[0.0021698038492501]
correlated,0.24,isotropic,1.05,0,0,10.0,3.0,[0.9658762086898643],[0.0058942268440028]
correlated,0.28,isotropic,1.05,0,0,10.0,3.0,[0.9641484082997714],[0.0099487280662954]
correlated,0.32,isotropic,1.05,0,0,10.0,3.0,[0.9618829148501362],[0.011046134315913]
correlated,0.36,isotropic,1.05,0,0,10.0,3.0,[0.960520105235247],[0.0118437538325773]
correlated,0.5,isotropic,1.05,0,0,10.0,3.0,[0.9452887457836344],[0.0161034671466018]
correlated,0.75,isotropic,1.05,0,0,10.0,3.0,[0.933940472347137],[0.0097752870294948]
correlated,1.0,isotropic,1.05,0,0,10.0,3.0,[0.934379061387069],[0.0065730888582603]
correlated,0.05,isotropic,1.2,0,0,10.0,3.0,[0.9683646747705148],[0.0020673768065051]
correlated,0.1,isotropic,1.2,0,0,10.0,3.0,[0.968179307692675],[0.0020860119743352]
correlated,0.16,isotropic,1.2,0,0,10.0,3.0,[0.9677425396269752],[0.0022346511785237]
correlated,0.2,isotropic,1.2,0,0,10.0,3.0,[0.9677871530687876],[0.0021770598431761]
correlated,0.24,isotropic,1.2,0,0,10.0,3.0,[0.9672262802137284],[0.0025614741261515]
correlated,0.28,isotropic,1.2,0,0,10.0,3.0,[0.9661250965465494],[0.0069941907113424]
correlated,0.32,isotropic,1.2,0,0,10.0,3.0,[0.9645313851568856],[0.0077523323809512]
correlated,0.36,isotropic,1.2,0,0,10.0,3.0,[0.9601443956991896],[0.0129548318744655]
correlated,0.5,isotropic,1.2,0,0,10.0,3.0,[0.9482116548482056],[0.0156638051748094]
correlated,0.75,isotropic,1.2,0,0,10.0,3.0,[0.9417336893055804],[0.0084609750773747]
correlated,1.0,isotropic,1.2,0,0,10.0,3.0,[0.9387705523104268],[0.006370666854167]
correlated,0.05,isotropic,0.45,0,0,10.0,5.0,[0.959339612177415],[0.0029220511734883]
correlated,0.1,isotropic,0.45,0,0,10.0,5.0,[0.958418112963076],[0.0031943138838194]
correlated,0.16,isotropic,0.45,0,0,10.0,5.0,[0.9578294665044278],[0.0026808613877206]
correlated,0.2,isotropic,0.45,0,0,10.0,5.0,[0.9575101811044008],[0.002960754296469]
correlated,0.24,isotropic,0.45,0,0,10.0,5.0,[0.9575414935186292],[0.0028691952085595]
correlated,0.28,isotropic,0.45,0,0,10.0,5.0,[0.957156883461383],[0.002788201274738]
correlated,0.32,isotropic,0.45,0,0,10.0,5.0,[0.9545455077077204],[0.0128231615706885]
correlated,0.36,isotropic,0.45,0,0,10.0,5.0,[0.9524521456021284],[0.0138544735720363]
correlated,0.5,isotropic,0.45,0,0,10.0,5.0,[0.9325995930472004],[0.0313386468205096]
correlated,0.75,isotropic,0.45,0,0,10.0,5.0,[0.89376370323317],[0.022952514858773]
correlated,1.0,isotropic,0.45,0,0,10.0,5.0,[0.8901330167057323],[0.0147489675851606]
correlated,0.05,isotropic,0.6,0,0,10.0,5.0,[0.9616688610141616],[0.0029918793135112]
correlated,0.1,isotropic,0.6,0,0,10.0,5.0,[0.9610664424619192],[0.0026174709596544]
correlated,0.16,isotropic,0.6,0,0,10.0,5.0,[0.960612133474309],[0.0027045465724291]
correlated,0.2,isotropic,0.6,0,0,10.0,5.0,[0.9603382278877072],[0.0024159394295593]
correlated,0.24,isotropic,0.6,0,0,10.0,5.0,[0.9602368720322492],[0.0030584927569919]
correlated,0.28,isotropic,0.6,0,0,10.0,5.0,[0.9598566542055644],[0.0030771541111801]
correlated,0.32,isotropic,0.6,0,0,10.0,5.0,[0.9587951233356258],[0.0055288054843267]
correlated,0.36,isotropic,0.6,0,0,10.0,5.0,[0.954372784232696],[0.017814565518792]
correlated,0.5,isotropic,0.6,0,0,10.0,5.0,[0.9403630543086512],[0.0269034264951122]
correlated,0.75,isotropic,0.6,0,0,10.0,5.0,[0.9113238640781196],[0.0212436187021234]
correlated,1.0,isotropic,0.6,0,0,10.0,5.0,[0.908764761540126],[0.0129662116693406]
correlated,0.05,isotropic,0.75,0,0,10.0,5.0,[0.9637228886420705],[0.0027559820551393]
correlated,0.1,isotropic,0.75,0,0,10.0,5.0,[0.9627812759900928],[0.0027199495681227]
correlated,0.16,isotropic,0.75,0,0,10.0,5.0,[0.9624530575992885],[0.0029189460576403]
correlated,0.2,isotropic,0.75,0,0,10.0,5.0,[0.9624953146246148],[0.0025635886082822]
correlated,0.24,isotropic,0.75,0,0,10.0,5.0,[0.9619320744959556],[0.0024321747041679]
correlated,0.28,isotropic,0.75,0,0,10.0,5.0,[0.9612885040133252],[0.0056749460950904]
correlated,0.32,isotropic,0.75,0,0,10.0,5.0,[0.9605553278232496],[0.008487187224471]
correlated,0.36,isotropic,0.75,0,0,10.0,5.0,[0.9596245299641488],[0.0079076954535901]
correlated,0.5,isotropic,0.75,0,0,10.0,5.0,[0.949266213299937],[0.0206968133484595]
correlated,0.75,isotropic,0.75,0,0,10.0,5.0,[0.9269186111582172],[0.0193700818080176]
correlated,1.0,isotropic,0.75,0,0,10.0,5.0,[0.918977570422814],[0.0121966524125944]
correlated,0.05,isotropic,0.9,0,0,10.0,5.0,[0.9651335476011992],[0.0027217567763961]
correlated,0.1,isotropic,0.9,0,0,10.0,5.0,[0.9643271853655796],[0.0025359992342421]
correlated,0.16,isotropic,0.9,0,0,10.0,5.0,[0.9641345059254084],[0.0024725667753193]
correlated,0.2,isotropic,0.9,0,0,10.0,5.0,[0.9636582552234634],[0.0024557985604694]
correlated,0.24,isotropic,0.9,0,0,10.0,5.0,[0.9638219218572546],[0.0024627063187519]
correlated,0.28,isotropic,0.9,0,0,10.0,5.0,[0.9634470138711196],[0.002406672607626]
correlated,0.32,isotropic,0.9,0,0,10.0,5.0,[0.962865510125504],[0.0056568492042544]
correlated,0.36,isotropic,0.9,0,0,10.0,5.0,[0.960955866306244],[0.0096603942289587]
correlated,0.5,isotropic,0.9,0,0,10.0,5.0,[0.9526365088903036],[0.01811482378858]
correlated,0.75,isotropic,0.9,0,0,10.0,5.0,[0.9319887146377472],[0.0171655198247018]
correlated,1.0,isotropic,0.9,0,0,10.0,5.0,[0.9289713591174258],[0.0103141191680088]
correlated,0.05,isotropic,1.05,0,0,10.0,5.0,[0.966238876163988],[0.002524222995322]
correlated,0.1,isotropic,1.05,0,0,10.0,5.0,[0.9659341242443288],[0.0024067054986518]
correlated,0.16,isotropic,1.05,0,0,10.0,5.0,[0.965443072866899],[0.0023532503173504]
correlated,0.2,isotropic,1.05,0,0,10.0,5.0,[0.965441357193537],[0.0024776035982912]
correlated,0.24,isotropic,1.05,0,0,10.0,5.0,[0.9648816138403652],[0.0024554665109293]
correlated,0.28,isotropic,1.05,0,0,10.0,5.0,[0.964785928830511],[0.002327112295987]
correlated,0.32,isotropic,1.05,0,0,10.0,5.0,[0.964286895430922],[0.0024805213792387]
correlated,0.36,isotropic,1.05,0,0,10.0,5.0,[0.96396632956987],[0.0042585052568668]
correlated,0.5,isotropic,1.05,0,0,10.0,5.0,[0.9585460157938472],[0.012210103351435]
correlated,0.75,isotropic,1.05,0,0,10.0,5.0,[0.938772550127567],[0.0153214154102447]
correlated,1.0,isotropic,1.05,0,0,10.0,5.0,[0.9339649128448828],[0.0094769888244867]
correlated,0.05,isotropic,1.2,0,0,10.0,5.0,[0.9676805761863996],[0.0023021768807648]
correlated,0.1,isotropic,1.2,0,0,10.0,5.0,[0.9671416309840224],[0.002289980613631]
correlated,0.16,isotropic,1.2,0,0,10.0,5.0,[0.9662595382770568],[0.0023574954259886]
correlated,0.2,isotropic,1.2,0,0,10.0,5.0,[0.9664043241724384],[0.0022205830044407]
correlated,0.24,isotropic,1.2,0,0,10.0,5.0,[0.966211253904181],[0.002247500584685]
correlated,0.28,isotropic,1.2,0,0,10.0,5.0,[0.9659939876281864],[0.0021803059946922]
correlated,0.32,isotropic,1.2,0,0,10.0,5.0,[0.9655275709389912],[0.0052822809440433]
correlated,0.36,isotropic,1.2,0,0,10.0,5.0,[0.9656765242157984],[0.0021811315247722]
correlated,0.5,isotropic,1.2,0,0,10.0,5.0,[0.9591363663692114],[0.0122937127908323]
correlated,0.75,isotropic,1.2,0,0,10.0,5.0,[0.9457936672036984],[0.012432222589431]
correlated,1.0,isotropic,1.2,0,0,10.0,5.0,[0.9400657134930728],[0.0079843992628283]
