noise_type,noise_intensity,diffusion_type,diffusion_constant_xx,diffusion_constant_xy,diffusion_constant_yy,spatial_correlation,temporal_correlation,linear_cross_correlation_mean,linear_cross_correlation_std
correlated,0.2,anisotropic,0.75,0.0,0.75,0.5,3.0,"[0.72692535 0.62912995 0.63330155 0.6373411  0.64184934 0.63730092
 0.63322537 0.62901658]","[0.01299984 0.01588248 0.01575378 0.01565521 0.01557606 0.01555574
 0.01557758 0.01563971]"
correlated,0.24,anisotropic,0.75,0.0,0.75,0.5,3.0,"[0.71624511 0.6165718  0.62084621 0.62498531 0.62960465 0.62505158
 0.62097187 0.61675877]","[0.01241586 0.01509842 0.01508871 0.01511128 0.01517342 0.01517042
 0.01520206 0.01526856]"
correlated,0.28,anisotropic,0.75,0.0,0.75,0.5,3.0,"[0.71030033 0.60903333 0.61330699 0.61744537 0.62206389 0.61739116
 0.61320422 0.6088804 ]","[0.01188318 0.01435799 0.01418431 0.01405051 0.01394233 0.01404027
 0.014164   0.01432648]"
correlated,0.32,anisotropic,0.75,0.0,0.75,0.5,3.0,"[0.70513046 0.60232358 0.60673588 0.61100851 0.61577687 0.61101155
 0.60674165 0.60233216]","[0.01136529 0.01359168 0.0135794  0.01359142 0.01363253 0.01362394
 0.01364451 0.01369367]"
correlated,0.36,anisotropic,0.75,0.0,0.75,0.5,3.0,"[0.70009767 0.59634837 0.60075754 0.60502712 0.60979208 0.60508491
 0.60086712 0.59651143]","[0.01048593 0.01280543 0.012735   0.01269688 0.01268962 0.01264805
 0.01264006 0.01266092]"
correlated,0.5,anisotropic,0.75,0.0,0.75,0.5,3.0,"[0.68732972 0.58071659 0.58524623 0.58963247 0.59452763 0.58963243
 0.58524615 0.58071647]","[0.0098889  0.01228365 0.01220447 0.01214699 0.01210549 0.01206354
 0.01205511 0.01207538]"
correlated,0.75,anisotropic,0.75,0.0,0.75,0.5,3.0,"[0.67206027 0.56127531 0.56600146 0.570578   0.57568553 0.57051326
 0.56587872 0.56109266]","[0.0084942  0.0100641  0.0100039  0.00997507 0.00997743 0.00988406
 0.00982655 0.00979361]"
correlated,1.0,anisotropic,0.75,0.0,0.75,0.5,3.0,"[0.65745813 0.54358316 0.54842792 0.5531193  0.558355   0.55314547
 0.54847753 0.543657  ]","[0.00767306 0.00911519 0.0089994  0.00891195 0.00884392 0.00896316
 0.00909546 0.00925621]"
correlated,0.05,anisotropic,1.5,0.0,0.0,0.5,5.0,"[0.48730877 0.34619222 0.3233762  0.30128247 0.2766253  0.2082719
 0.14702473 0.08377526]","[0.00667321 0.00807996 0.00834857 0.00862684 0.00895642 0.01003105
 0.01101987 0.0120601 ]"
correlated,0.1,anisotropic,1.5,0.0,0.0,0.5,5.0,"[0.48389319 0.34361613 0.32087002 0.298844   0.27426239 0.20599815
 0.14483087 0.0816639 ]","[0.0061696  0.0077248  0.00804685 0.00837741 0.00876548 0.00970625
 0.01057566 0.01149348]"
correlated,0.16,anisotropic,1.5,0.0,0.0,0.5,5.0,"[0.48098249 0.34115655 0.31844048 0.29644353 0.27189438 0.20401152
 0.14318597 0.0803719 ]","[0.00563068 0.00704199 0.00734664 0.00765611 0.00801627 0.00892295
 0.00975809 0.01063751]"
correlated,0.2,anisotropic,1.5,0.0,0.0,0.5,5.0,"[0.47955166 0.34011926 0.31748563 0.29556852 0.27110846 0.20340478
 0.14273978 0.08009152]","[0.00561313 0.00707766 0.00736119 0.00764963 0.00798583 0.00885251
 0.00965025 0.01049004]"
correlated,0.24,anisotropic,1.5,0.0,0.0,0.5,5.0,"[0.47787031 0.33891657 0.31630861 0.29441634 0.26998402 0.20256582
 0.14215662 0.07977252]","[0.005544   0.00705758 0.00727654 0.00750088 0.00776424 0.00876319
 0.00967452 0.01062741]"
correlated,0.28,anisotropic,1.5,0.0,0.0,0.5,5.0,"[0.47721433 0.33848    0.31589612 0.29402718 0.26962089 0.202454
 0.14226998 0.08011843]","[0.00558535 0.0070244  0.0073076  0.00759206 0.00792003 0.00882558
 0.00965051 0.01051252]"
correlated,0.32,anisotropic,1.5,0.0,0.0,0.5,5.0,"[0.47616079 0.33777009 0.3151911  0.2933269  0.26892589 0.20201977
 0.1420694  0.08015914]","[0.00556877 0.0067929  0.00709072 0.00739087 0.00773785 0.00857512
 0.00934637 0.01015871]"
correlated,0.36,anisotropic,1.5,0.0,0.0,0.5,5.0,"[0.47496444 0.33687862 0.31434256 0.29251993 0.26816532 0.20143168
 0.14163588 0.07988523]","[0.00588421 0.00726467 0.00752923 0.00779603 0.00810486 0.00901279
 0.00984476 0.01071773]"
correlated,0.5,anisotropic,1.5,0.0,0.0,0.5,5.0,"[0.47235103 0.33460655 0.31211361 0.29033273 0.26602472 0.19999306
 0.14082625 0.07972515]","[0.00472113 0.00581558 0.00602705 0.0062448  0.00650132 0.00724922
 0.00794358 0.00867862]"
correlated,0.75,anisotropic,1.5,0.0,0.0,0.5,5.0,"[0.4702879  0.33426209 0.31196129 0.29036646 0.26626609 0.20143132
 0.14333697 0.0833434 ]","[0.00489561 0.00599874 0.00630402 0.00661417 0.00697485 0.00760849
 0.00819671 0.0088202 ]"
correlated,1.0,anisotropic,1.5,0.0,0.0,0.5,5.0,"[0.46731016 0.33160693 0.30933598 0.28777007 0.26370197 0.19959482
 0.14215245 0.08283218]","[0.00455995 0.00553547 0.00580021 0.00606983 0.0063841  0.00699762
 0.00757005 0.00817874]"
correlated,0.05,anisotropic,1.25,0.0,0.25,0.5,5.0,"[0.73093641 0.65808594 0.65125548 0.64464124 0.63725959 0.61363619
 0.59246875 0.5706093 ]","[0.00633719 0.00746871 0.00763494 0.00785275 0.00815626 0.00895009
 0.00973317 0.01059655]"
correlated,0.1,anisotropic,1.25,0.0,0.25,0.5,5.0,"[0.73431685 0.66301944 0.65615233 0.64950262 0.64208138 0.61886928
 0.59807038 0.57659152]","[0.00468294 0.00589311 0.006054   0.00630506 0.00668273 0.00722308
 0.00783805 0.00857375]"
correlated,0.16,anisotropic,1.25,0.0,0.25,0.5,5.0,"[0.70520703 0.62533918 0.61747139 0.60985268 0.60134999 0.57677554
 0.55475592 0.53201643]","[0.0104486  0.01274308 0.01299599 0.01328934 0.01366919 0.01443494
 0.01518448 0.01601217]"
correlated,0.2,anisotropic,1.25,0.0,0.25,0.5,5.0,"[0.68869722 0.60452134 0.5962726  0.58828499 0.57937061 0.5536766
 0.53065382 0.50687838]","[0.01070263 0.01289338 0.01329034 0.01371608 0.01423471 0.01482648
 0.01540976 0.01605872]"
correlated,0.24,anisotropic,1.25,0.0,0.25,0.5,5.0,"[0.67930132 0.59323252 0.58462264 0.57628533 0.56698068 0.5408129
 0.51736561 0.49315177]","[0.01057056 0.01238685 0.01271746 0.0130705  0.01349958 0.01403827
 0.01457996 0.01519136]"
correlated,0.28,anisotropic,1.25,0.0,0.25,0.5,5.0,"[0.66913526 0.58106788 0.57233897 0.56388639 0.55445309 0.52763144
 0.50359825 0.47877937]","[0.00922443 0.010486   0.01081579 0.0111717  0.01160728 0.01206559
 0.01253254 0.01306431]"
correlated,0.32,anisotropic,1.25,0.0,0.25,0.5,5.0,"[0.66153543 0.57179599 0.56293552 0.55435554 0.54478006 0.51757779
 0.49320355 0.46803246]","[0.01066886 0.01172605 0.01195159 0.01220634 0.01253016 0.01308482
 0.01362422 0.01421829]"
correlated,0.36,anisotropic,1.25,0.0,0.25,0.5,5.0,"[0.6567234  0.56639121 0.55739729 0.5486881  0.53896841 0.51155767
 0.48699663 0.46163264]","[0.00937624 0.01082656 0.01106502 0.01133623 0.01168226 0.01210441
 0.01253178 0.01301682]"
correlated,0.5,anisotropic,1.25,0.0,0.25,0.5,5.0,"[0.64093304 0.54787022 0.53861439 0.52965158 0.51964886 0.49159168
 0.46645141 0.44048925]","[0.01037397 0.01180593 0.01207248 0.01235582 0.01269929 0.01319369
 0.01367373 0.0142023 ]"
correlated,0.75,anisotropic,1.25,0.0,0.25,0.5,5.0,"[0.62419846 0.52874106 0.51914069 0.50984424 0.49946917 0.4705274
 0.4445945  0.41781381]","[0.00798844 0.00938417 0.00963752 0.00990856 0.01023843 0.01056869
 0.01090922 0.01130094]"
correlated,1.0,anisotropic,1.25,0.0,0.25,0.5,5.0,"[0.61151211 0.51463053 0.50480323 0.49528703 0.48466671 0.45515724
 0.42871568 0.40140968]","[0.007428   0.00816055 0.00831349 0.00848784 0.008711   0.00899263
 0.009286   0.00962577]"
correlated,0.05,anisotropic,1.0,0.0,0.5,0.5,5.0,"[0.79247799 0.72900227 0.72851814 0.72804934 0.72752614 0.71738028
 0.70828922 0.69890094]","[0.00557912 0.00702613 0.00715458 0.00732374 0.00756085 0.00773495
 0.00796114 0.00825839]"
correlated,0.1,anisotropic,1.0,0.0,0.5,0.5,5.0,"[0.7975356  0.73592281 0.73524969 0.73459788 0.73387044 0.72372119
 0.71462708 0.70523566]","[0.00281264 0.00368121 0.00366943 0.0038542  0.00425663 0.00420777
 0.00435732 0.00468481]"
correlated,0.16,anisotropic,1.0,0.0,0.5,0.5,5.0,"[0.77169914 0.70064559 0.6995891  0.69856605 0.6974243  0.68655371
 0.67681326 0.66675437]","[0.01080234 0.01436296 0.01454762 0.01477721 0.0150896  0.01537554
 0.01569063 0.01607083]"
correlated,0.2,anisotropic,1.0,0.0,0.5,0.5,5.0,"[0.75056407 0.67373724 0.67236868 0.67104345 0.66956446 0.65836236
 0.64832486 0.63795921]","[0.01321447 0.01643963 0.01653806 0.016685   0.01690731 0.01708714
 0.01729942 0.01756745]"
correlated,0.24,anisotropic,1.0,0.0,0.5,0.5,5.0,"[0.73414963 0.6536842  0.65213513 0.6506351  0.64896103 0.6371011
 0.62647417 0.61549982]","[0.01340347 0.01650108 0.01651924 0.01657999 0.01669733 0.01691716
 0.01716324 0.01746394]"
correlated,0.28,anisotropic,1.0,0.0,0.5,0.5,5.0,"[0.72357542 0.63982105 0.6381406  0.63651335 0.6346973  0.62254292
 0.61165215 0.60040533]","[0.013738   0.01668982 0.01679892 0.01694365 0.01714939 0.01746258
 0.01778303 0.01815127]"
correlated,0.32,anisotropic,1.0,0.0,0.5,0.5,5.0,"[0.71322515 0.62735689 0.62562149 0.62394102 0.62206557 0.60967566
 0.59857384 0.58710908]","[0.01338854 0.01574338 0.01582208 0.01592863 0.01608203 0.01631035
 0.01655119 0.01683426]"
correlated,0.36,anisotropic,1.0,0.0,0.5,0.5,5.0,"[0.70640077 0.61933988 0.61766577 0.61604467 0.61423547 0.60157888
 0.5902381  0.57852658]","[0.01272213 0.01467148 0.01477465 0.01491499 0.01511721 0.01519863
 0.01531751 0.01548473]"
correlated,0.5,anisotropic,1.0,0.0,0.5,0.5,5.0,"[0.68980646 0.59975234 0.59771677 0.59574564 0.5935458  0.58053366
 0.5688743  0.55683376]","[0.01338427 0.01524607 0.01533309 0.01544498 0.01560121 0.01576726
 0.01594702 0.01616232]"
correlated,0.75,anisotropic,1.0,0.0,0.5,0.5,5.0,"[0.675978   0.583489   0.58139156 0.57936053 0.57709384 0.56370331
 0.5517049  0.53931423]","[0.0104842  0.01180823 0.01194758 0.01211444 0.01233616 0.01243357
 0.01255992 0.01272797]"
correlated,1.0,anisotropic,1.0,0.0,0.5,0.5,5.0,"[0.66142176 0.56664866 0.56446006 0.56234074 0.55997553 0.54609308
 0.53365388 0.52080802]","[0.00898683 0.01027936 0.01037606 0.01049363 0.01065168 0.01066146
 0.01070682 0.01078948]"
correlated,0.05,anisotropic,0.75,0.0,0.75,0.5,5.0,"[0.80442666 0.73362929 0.73753456 0.7413162  0.74553661 0.74128008
 0.73746607 0.73352737]","[0.00511653 0.00730935 0.00724662 0.00724627 0.007316   0.00719632
 0.00714433 0.00714673]"
correlated,0.1,anisotropic,0.75,0.0,0.75,0.5,5.0,"[0.80961426 0.74000309 0.74378628 0.7474497  0.75153818 0.74746328
 0.74381202 0.7400414 ]","[0.00269925 0.00393811 0.00384293 0.00393359 0.00423227 0.00392756
 0.00379746 0.00382048]"
correlated,0.16,anisotropic,0.75,0.0,0.75,0.5,5.0,"[0.7868124  0.70761578 0.71148648 0.71523465 0.7194177  0.71521074
 0.71144115 0.70754832]","[0.01024171 0.01323858 0.01306972 0.01299068 0.01300245 0.01311736
 0.01330302 0.0135733 ]"
correlated,0.2,anisotropic,0.75,0.0,0.75,0.5,5.0,"[0.76459584 0.67788288 0.68168387 0.68536454 0.68947225 0.68533466
 0.68162723 0.67779859]","[0.01346949 0.01713127 0.01709033 0.01710135 0.01717237 0.01715883
 0.01719684 0.01728552]"
correlated,0.24,anisotropic,0.75,0.0,0.75,0.5,5.0,"[0.74821939 0.65701219 0.66123339 0.66532096 0.66988279 0.66542391
 0.6614286  0.65730266]","[0.01350832 0.01746428 0.01735361 0.01728436 0.01725167 0.01726307
 0.01731744 0.01741696]"
correlated,0.28,anisotropic,0.75,0.0,0.75,0.5,5.0,"[0.73735172 0.64281773 0.64698321 0.65101681 0.65551842 0.65101478
 0.64697934 0.64281198]","[0.01261845 0.01604521 0.01592815 0.015866   0.01585685 0.01584792
 0.01587686 0.0159432 ]"
correlated,0.32,anisotropic,0.75,0.0,0.75,0.5,5.0,"[0.72678146 0.62941495 0.63357336 0.63760013 0.64209411 0.63770208
 0.63376666 0.62970258]","[0.01463158 0.01796787 0.0177874  0.01765243 0.01754913 0.01760136
 0.01768106 0.01779555]"
correlated,0.36,anisotropic,0.75,0.0,0.75,0.5,5.0,"[0.71631327 0.61671949 0.62102523 0.62519465 0.62984784 0.62512601
 0.62089508 0.61652583]","[0.01359484 0.01674625 0.01663613 0.01656572 0.01652979 0.016474
 0.0164651  0.01649673]"
correlated,0.5,anisotropic,0.75,0.0,0.75,0.5,5.0,"[0.7017964  0.59840129 0.60269878 0.60686021 0.61150448 0.60685284
 0.60268479 0.59838048]","[0.0116059  0.01408075 0.01399169 0.01393674 0.0139122  0.01389967
 0.01392771 0.01399539]"
correlated,0.75,anisotropic,0.75,0.0,0.75,0.5,5.0,"[0.68565934 0.57916315 0.58356727 0.58783196 0.59259147 0.58781028
 0.58352615 0.57910196]","[0.00962354 0.01126477 0.01129475 0.01135435 0.01145578 0.01141598
 0.01141719 0.011455  ]"
correlated,1.0,anisotropic,0.75,0.0,0.75,0.5,5.0,"[0.67442214 0.56577497 0.57029472 0.57467139 0.57955586 0.57463689
 0.57022932 0.56567766]","[0.01109112 0.0131008  0.01307824 0.0130807  0.01311167 0.01309068
 0.01309737 0.01312956]"
correlated,0.05,anisotropic,1.5,0.0,0.0,1.0,0.05,"[0.57653711 0.46173999 0.44469783 0.42819518 0.4097778  0.35824879
 0.31207689 0.26439554]","[0.0069749  0.0086775  0.00902147 0.00936724 0.00976623 0.01080418
 0.01175214 0.01274471]"
correlated,0.1,anisotropic,1.5,0.0,0.0,1.0,0.05,"[0.57219845 0.45977401 0.44363916 0.42801509 0.41057823 0.36218263
 0.31881839 0.27403648]","[0.00564822 0.00693476 0.00714163 0.00735347 0.0076021  0.00838919
 0.00911699 0.00988577]"
correlated,0.16,anisotropic,1.5,0.0,0.0,1.0,0.05,"[0.56707517 0.45590657 0.44040914 0.4254023  0.4086543  0.36233928
 0.3208393  0.27798261]","[0.00586175 0.00720074 0.00751143 0.00782369 0.00818382 0.00893369
 0.00962591 0.01035668]"
correlated,0.2,anisotropic,1.5,0.0,0.0,1.0,0.05,"[0.56346613 0.45267268 0.43737681 0.42256516 0.40603498 0.36062841
 0.31994245 0.27792638]","[0.00493124 0.00601717 0.00628467 0.00655931 0.00688165 0.00746805
 0.00801485 0.00859648]"
correlated,0.24,anisotropic,1.5,0.0,0.0,1.0,0.05,"[0.56074044 0.45063302 0.43561561 0.42107362 0.40484438 0.36038464
 0.32054706 0.27940711]","[0.00469984 0.0056318  0.00586167 0.00610251 0.00638997 0.00697082
 0.0075212  0.00811291]"
correlated,0.28,anisotropic,1.5,0.0,0.0,1.0,0.05,"[0.55681282 0.44683918 0.43199645 0.41762359 0.40158311 0.35780265
 0.31857373 0.27806234]","[0.00501958 0.00605641 0.00632269 0.00659384 0.00690998 0.00750221
 0.00806279 0.00866532]"
correlated,0.32,anisotropic,1.5,0.0,0.0,1.0,0.05,"[0.55456869 0.44508997 0.4305126  0.4163967  0.400643   0.35773514
 0.31928811 0.27958416]","[0.00450573 0.00552473 0.00569391 0.00587276 0.0060882  0.00662817
 0.0071467  0.00770931]"
correlated,0.36,anisotropic,1.5,0.0,0.0,1.0,0.05,"[0.55185824 0.44277848 0.42840503 0.41448659 0.39895327 0.35679234
 0.31901459 0.2800018 ]","[0.00446309 0.00536173 0.00555247 0.0057488  0.00598003 0.0064504
 0.00689529 0.00737355]"
correlated,0.5,anisotropic,1.5,0.0,0.0,1.0,0.05,"[0.54619875 0.43889546 0.42530456 0.41214391 0.39745629 0.35790242
 0.3224607  0.28586031]","[0.00361976 0.00445796 0.00462345 0.00480237 0.00502129 0.00540728
 0.00578421 0.00619839]"
correlated,0.75,anisotropic,1.5,0.0,0.0,1.0,0.05,"[0.53696971 0.43174389 0.41927443 0.40719972 0.39372404 0.35787715
 0.32575703 0.29258682]","[0.00350832 0.00419999 0.00438954 0.00458515 0.00481569 0.0051599
 0.0054879  0.00584264]"
correlated,1.0,anisotropic,1.5,0.0,0.0,1.0,0.05,"[0.52799995 0.42430787 0.41281403 0.40168406 0.38926273 0.35648867
 0.3271219  0.29679507]","[0.00311398 0.00372954 0.00384688 0.00397455 0.00413178 0.00444626
 0.00475004 0.00508146]"
correlated,0.05,anisotropic,1.25,0.0,0.25,1.0,0.05,"[0.73053154 0.65638671 0.65137961 0.64653101 0.64111985 0.62300331
 0.60677021 0.59000643]","[0.00769033 0.00947164 0.00960404 0.00975869 0.00996047 0.01032283
 0.01068853 0.01110265]"
correlated,0.1,anisotropic,1.25,0.0,0.25,1.0,0.05,"[0.70060381 0.61998638 0.61461154 0.60940684 0.60359828 0.58427351
 0.5669578  0.549076  ]","[0.00656206 0.00777187 0.00782092 0.00789568 0.00800985 0.00828903
 0.00857677 0.0089074 ]"
correlated,0.16,anisotropic,1.25,0.0,0.25,1.0,0.05,"[0.6847615  0.60150703 0.59604281 0.59075157 0.58484642 0.56509108
 0.54738956 0.52910935]","[0.00526037 0.00623524 0.00631565 0.00641552 0.00655132 0.0067621
 0.00698508 0.00724592]"
correlated,0.2,anisotropic,1.25,0.0,0.25,1.0,0.05,"[0.67580416 0.59089033 0.58526792 0.5798235  0.57374739 0.55385835
 0.53603704 0.51763311]","[0.00613951 0.00713914 0.00724975 0.00737799 0.00754435 0.00789039
 0.00822985 0.00860595]"
correlated,0.24,anisotropic,1.25,0.0,0.25,1.0,0.05,"[0.66674637 0.5798356  0.5742498  0.56884082 0.56280426 0.54268636
 0.52465997 0.50604426]","[0.00502455 0.00591147 0.00592621 0.00595974 0.00601915 0.00623477
 0.00645875 0.0067174 ]"
correlated,0.28,anisotropic,1.25,0.0,0.25,1.0,0.05,"[0.65800575 0.56980956 0.56422546 0.55881813 0.55278341 0.53247716
 0.51428201 0.49549202]","[0.00548313 0.0065811  0.00666533 0.00676717 0.00690328 0.00716031
 0.00741654 0.00770415]"
correlated,0.32,anisotropic,1.25,0.0,0.25,1.0,0.05,"[0.65048114 0.56124753 0.55563584 0.55020181 0.54413728 0.52393635
 0.50583557 0.48714304]","[0.00504013 0.00603185 0.00609905 0.00617757 0.00628019 0.00654299
 0.00680845 0.00710885]"
correlated,0.36,anisotropic,1.25,0.0,0.25,1.0,0.05,"[0.64417016 0.5542945  0.54863777 0.54316011 0.53704691 0.51678926
 0.49863766 0.47989264]","[0.00463371 0.00549905 0.00556047 0.00564269 0.00575968 0.00601959
 0.00628014 0.00657323]"
correlated,0.5,anisotropic,1.25,0.0,0.25,1.0,0.05,"[0.62758847 0.53583651 0.53029026 0.52491959 0.51892579 0.49897885
 0.48110566 0.46264816]","[0.00414289 0.00490344 0.00496714 0.00504928 0.00516352 0.00534645
 0.00553618 0.00575508]"
correlated,0.75,anisotropic,1.25,0.0,0.25,1.0,0.05,"[0.604335   0.51037498 0.50498718 0.49976993 0.49394735 0.47476393
 0.45757487 0.43982387]","[0.00373954 0.0043871  0.00441472 0.00445524 0.004516   0.00468025
 0.00484554 0.00503236]"
correlated,1.0,anisotropic,1.25,0.0,0.25,1.0,0.05,"[0.58393982 0.48825443 0.48310966 0.47812776 0.47256783 0.45420958
 0.4377599  0.42077245]","[0.00293267 0.00351043 0.00356679 0.0036354  0.0037273  0.00386657
 0.00401667 0.00419397]"
correlated,0.05,anisotropic,1.0,0.0,0.5,1.0,0.05,"[0.7668291  0.69477425 0.69457206 0.69437628 0.69415779 0.68546074
 0.67766786 0.66962021]","[0.00875061 0.01026399 0.01029395 0.01035146 0.0104482  0.01051613
 0.01061216 0.01074523]"
correlated,0.1,anisotropic,1.0,0.0,0.5,1.0,0.05,"[0.73875681 0.6600954  0.65975146 0.65941841 0.65904672 0.64966215
 0.64125322 0.63256939]","[0.00671891 0.00798789 0.00807516 0.00818105 0.00832306 0.00837727
 0.00845457 0.0085621 ]"
correlated,0.16,anisotropic,1.0,0.0,0.5,1.0,0.05,"[0.72072286 0.63857516 0.63824227 0.63791992 0.63756017 0.62768026
 0.6188275  0.60968532]","[0.00604425 0.00731232 0.0072801  0.00727189 0.00728953 0.00743489
 0.00759288 0.0077818 ]"
correlated,0.2,anisotropic,1.0,0.0,0.5,1.0,0.05,"[0.71072074 0.62656456 0.62619719 0.62584145 0.62544443 0.61539526
 0.60639084 0.59709204]","[0.00508677 0.00626232 0.00633937 0.00643942 0.00657923 0.00659479
 0.0066361  0.0067054 ]"
correlated,0.24,anisotropic,1.0,0.0,0.5,1.0,0.05,"[0.70091129 0.61430225 0.61396394 0.61363634 0.61327072 0.60302299
 0.59384064 0.5843581 ]","[0.00539521 0.00647031 0.00648139 0.00651066 0.00656456 0.00661577
 0.00668765 0.00678681]"
correlated,0.28,anisotropic,1.0,0.0,0.5,1.0,0.05,"[0.69203034 0.60371636 0.60335206 0.60299929 0.60260558 0.59225359
 0.58297782 0.57339881]","[0.00490216 0.00602506 0.00600006 0.006005   0.00604428 0.00613807
 0.00624934 0.00638978]"
correlated,0.32,anisotropic,1.0,0.0,0.5,1.0,0.05,"[0.68347135 0.59381597 0.59344472 0.59308522 0.59268401 0.58218781
 0.57278283 0.56307038]","[0.00503979 0.00595227 0.00606502 0.00619551 0.00636428 0.00634372
 0.00634866 0.00637688]"
correlated,0.36,anisotropic,1.0,0.0,0.5,1.0,0.05,"[0.67633846 0.58560195 0.5853031  0.5850137  0.58469073 0.57409255
 0.56459619 0.55478937]","[0.00516207 0.00612443 0.00607372 0.00604519 0.0060376  0.0061819
 0.00633642 0.00651914]"
correlated,0.5,anisotropic,1.0,0.0,0.5,1.0,0.05,"[0.65876449 0.56590979 0.56549713 0.56509753 0.56465156 0.55413588
 0.54471344 0.53498295]","[0.00437361 0.0052548  0.00526343 0.005289   0.00533724 0.00541097
 0.00550278 0.00562181]"
correlated,0.75,anisotropic,1.0,0.0,0.5,1.0,0.05,"[0.63150371 0.53499382 0.53465892 0.53433462 0.5339727  0.52348513
 0.51408789 0.50438343]","[0.00381069 0.00463638 0.00467758 0.00473349 0.00481382 0.00487256
 0.00494496 0.00503846]"
correlated,1.0,anisotropic,1.0,0.0,0.5,1.0,0.05,"[0.60830862 0.50922215 0.50886556 0.50852025 0.50813487 0.49792966
 0.4887854  0.4793422 ]","[0.00276741 0.00342424 0.0034657  0.00352262 0.00360465 0.00360794
 0.00362742 0.00366364]"
correlated,0.05,anisotropic,0.75,0.0,0.75,1.0,0.05,"[0.77337199 0.69333374 0.69688724 0.70032825 0.70416851 0.70035885
 0.69694526 0.69342006]","[0.00899779 0.01088635 0.01079334 0.01072706 0.01068127 0.01074446
 0.01083091 0.01094904]"
correlated,0.1,anisotropic,0.75,0.0,0.75,1.0,0.05,"[0.74586345 0.65857404 0.66233881 0.6659844  0.67005298 0.66595457
 0.66228224 0.65848985]","[0.00716223 0.00858432 0.00855015 0.00854525 0.00857259 0.00857884
 0.00861455 0.00868091]"
correlated,0.16,anisotropic,0.75,0.0,0.75,1.0,0.05,"[0.72934384 0.63841219 0.64230268 0.64607002 0.65027446 0.64608692
 0.64233473 0.63845988]","[0.0059924  0.00734952 0.00732266 0.0073207  0.00734648 0.00731632
 0.00731491 0.00733887]"
correlated,0.2,anisotropic,0.75,0.0,0.75,1.0,0.05,"[0.72073972 0.62739984 0.63137672 0.63522769 0.63952548 0.63520652
 0.63133658 0.62734011]","[0.00591383 0.00720656 0.00709801 0.00701748 0.00695721 0.00699954
 0.00706    0.00714422]"
correlated,0.24,anisotropic,0.75,0.0,0.75,1.0,0.05,"[0.71038362 0.61431103 0.6183561  0.62227311 0.6266446  0.62226019
 0.6183316  0.61427457]","[0.00543262 0.00670369 0.0066895  0.00670026 0.00674058 0.00673497
 0.00675181 0.00679074]"
correlated,0.28,anisotropic,0.75,0.0,0.75,1.0,0.05,"[0.70028886 0.60220355 0.60630385 0.61027436 0.61470554 0.61021239
 0.60618636 0.60202871]","[0.00476771 0.00599773 0.0060219  0.00607127 0.00615574 0.00607949
 0.0060359  0.00601598]"
correlated,0.32,anisotropic,0.75,0.0,0.75,1.0,0.05,"[0.6925887  0.59290083 0.59711717 0.60120004 0.60575663 0.60124024
 0.5971934  0.59301425]","[0.00492631 0.00612076 0.00604324 0.00599313 0.00596695 0.00601993
 0.00609625 0.00620259]"
correlated,0.36,anisotropic,0.75,0.0,0.75,1.0,0.05,"[0.68514154 0.58439103 0.58862196 0.59271895 0.59729129 0.59269059
 0.58856818 0.58431101]","[0.00498404 0.00628135 0.00622325 0.00618373 0.00615947 0.00616573
 0.00619124 0.0062371 ]"
correlated,0.5,anisotropic,0.75,0.0,0.75,1.0,0.05,"[0.66662928 0.56316025 0.5674235  0.57155178 0.57615905 0.57154884
 0.56741794 0.56315198]","[0.00403454 0.00507303 0.00500038 0.00494998 0.00491764 0.00493834
 0.00497591 0.00503314]"
correlated,0.75,anisotropic,0.75,0.0,0.75,1.0,0.05,"[0.63956449 0.53274187 0.53693003 0.54098561 0.54551173 0.54095996
 0.5368814  0.53266951]","[0.00387696 0.00495015 0.00489648 0.00485908 0.0048347  0.00483692
 0.00485393 0.00488624]"
correlated,1.0,anisotropic,0.75,0.0,0.75,1.0,0.05,"[0.61525921 0.50567198 0.50985663 0.5139088  0.51843113 0.51388624
 0.50981386 0.50560834]","[0.00277346 0.00350906 0.00351416 0.0035363  0.00358059 0.00355631
 0.00355216 0.0035654 ]"
correlated,0.05,anisotropic,1.5,0.0,0.0,1.0,0.1,"[0.60675293 0.49728673 0.48145306 0.46612065 0.44900928 0.40029985
 0.3566544  0.3115821 ]","[0.00745722 0.00924721 0.00959513 0.00994465 0.01034781 0.01145981
 0.01247663 0.01354219]"
correlated,0.1,anisotropic,1.5,0.0,0.0,1.0,0.1,"[0.60993573 0.50276146 0.48775781 0.47322913 0.45701475 0.41118235
 0.37011482 0.32770471]","[0.00711489 0.00895865 0.0092817  0.00960594 0.0099797  0.01107134
 0.01206952 0.01311543]"
correlated,0.16,anisotropic,1.5,0.0,0.0,1.0,0.1,"[0.60640738 0.50025046 0.48573687 0.47168273 0.45599797 0.41207527
 0.37271891 0.33207591]","[0.00599205 0.00760446 0.00791061 0.0082217  0.00858393 0.0094268
 0.01020765 0.0110338 ]"
correlated,0.2,anisotropic,1.5,0.0,0.0,1.0,0.1,"[0.60441034 0.49860601 0.48435449 0.47055414 0.45515258 0.41193523
 0.37321088 0.33322055]","[0.00590031 0.00741185 0.00769113 0.00797636 0.00831003 0.00909433
 0.00981769 0.01058072]"
